Year,Age,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds.1,Sk%,Y/A,AY/A,ANY/A,Y/G,W,L,T,4QC,GWD,Att.1,Yds.2,Y/A.1,TD.1,Y/G.1,2PM,Pts,PB,AP1
1990,25,75,210.0,26.2,14.0,12.0,182,349,52.15,2278,16,16,1,4.6,4.58,68.9,34,188,8.9,6.53,5.38,4.41,162.7,5.0,7.0,0.0,2.0,2.0,52,268,5.15,1,19.1,0.0,6,0,0
1998,35,76,212.0,25.8,15.0,14.0,259,425,60.94,3704,34,10,0,8.0,2.35,106.0,20,132,4.5,8.72,9.26,8.54,246.9,13.0,1.0,0.0,0.0,1.0,32,132,4.13,1,8.8,1.0,8,1,1
1988,28,75,217.0,27.1,16.0,16.0,269,452,59.51,3380,15,17,1,3.3,3.76,78.2,30,229,6.2,7.48,6.45,5.57,211.3,12.0,4.0,0.0,3.0,5.0,35,154,4.4,0,9.6,0.0,0,1,0
2003,23,77,250.0,29.6,15.0,13.0,239,418,57.18,2819,14,16,1,3.3,3.83,73.0,19,90,4.3,6.74,5.69,5.24,187.9,5.0,8.0,0.0,1.0,2.0,25,108,4.32,2,7.2,0.0,12,0,0
2011,23,77,244.0,28.9,8.0,7.0,151,275,54.91,1913,11,14,1,4.0,5.09,68.9,23,162,7.7,6.96,5.47,4.5,239.1,5.0,2.0,0.0,4.0,5.0,28,128,4.57,0,16.0,0.0,0,0,0
1988,28,76,210.0,25.6,14.0,12.0,236,424,55.66,2567,15,7,0,3.5,1.65,78.6,37,267,8.0,6.05,6.02,4.96,183.4,6.0,5.0,1.0,2.0,3.0,21,25,1.19,0,1.8,0.0,0,0,0
2000,24,74,240.0,30.8,16.0,16.0,330,569,58.0,3365,21,13,0,3.7,2.28,77.8,45,262,7.3,5.91,5.62,4.79,210.3,11.0,5.0,0.0,2.0,3.0,86,629,7.31,6,39.3,0.0,36,1,0
2018,36,77,240.0,28.5,16.0,16.0,452,675,66.96,5129,34,16,1,5.0,2.37,96.5,24,166,3.4,7.6,7.54,7.04,320.6,9.0,6.0,1.0,2.0,3.0,31,98,3.16,3,6.1,0.0,18,0,0
2009,32,76,225.0,27.4,16.0,16.0,371,565,65.66,4398,28,13,1,5.0,2.3,96.2,16,86,2.8,7.78,7.74,7.38,274.9,10.0,6.0,0.0,1.0,1.0,29,44,1.52,1,2.8,0.0,6,1,0
1994,22,76,225.0,27.4,5.0,2.0,38,82,46.34,433,1,6,0,1.2,7.32,36.3,8,42,8.9,5.28,2.23,1.57,86.6,0.0,2.0,0.0,0.0,0.0,2,27,13.5,0,5.4,0.0,0,0,0
2012,30,77,240.0,28.5,13.0,13.0,284,449,63.25,3265,26,8,2,5.8,1.78,97.0,30,182,6.3,7.27,7.63,6.77,251.2,7.0,6.0,0.0,2.0,3.0,26,92,3.54,0,7.1,0.0,0,0,0
2016,33,75,231.0,28.9,5.0,5.0,81,137,59.12,1059,4,5,1,2.9,3.65,78.1,17,104,11.0,7.73,6.67,5.26,211.8,1.0,4.0,0.0,0.0,0.0,5,24,4.8,0,4.8,0.0,0,0,0
2018,27,75,210.0,26.2,16.0,16.0,381,553,68.9,4049,19,10,2,3.4,1.81,93.9,51,299,8.4,7.32,7.2,6.09,253.1,4.0,12.0,0.0,3.0,3.0,24,47,1.96,1,2.9,0.0,6,0,0
2006,31,74,215.0,27.6,13.0,13.0,263,431,61.02,2805,17,11,0,3.9,2.55,82.6,22,167,4.9,6.51,6.15,5.48,215.8,7.0,6.0,0.0,2.0,2.0,18,12,0.67,0,0.9,0.0,0,0,0
2013,24,78,243.0,28.1,13.0,10.0,203,317,64.04,2891,27,2,0,8.5,0.63,119.2,28,173,8.1,9.12,10.54,9.18,222.4,8.0,2.0,0.0,1.0,1.0,57,221,3.88,3,17.0,0.0,18,1,0
2008,26,74,228.0,29.3,13.0,12.0,221,372,59.41,1905,8,9,1,2.2,2.42,70.0,38,193,9.3,5.12,4.46,3.58,146.5,4.0,7.0,1.0,0.0,0.0,60,304,5.07,2,23.4,0.0,12,0,0
1991,29,73,202.0,26.6,12.0,7.0,128,238,53.78,1490,11,9,0,4.6,3.78,72.6,13,105,5.2,6.26,5.48,4.78,124.2,2.0,5.0,0.0,0.0,0.0,17,93,5.47,1,7.8,0.0,6,0,0
2018,24,74,215.0,27.6,14.0,14.0,289,434,66.59,3223,24,12,0,5.5,2.76,95.4,24,143,5.2,7.43,7.29,6.59,230.2,11.0,3.0,0.0,1.0,2.0,68,421,6.19,3,30.1,0.0,18,1,0
2006,25,74,217.0,27.9,16.0,16.0,268,429,62.47,3051,19,14,2,4.4,3.26,84.9,47,332,9.9,7.11,6.53,5.19,190.7,7.0,9.0,0.0,1.0,3.0,38,140,3.68,1,8.8,0.0,6,0,0
1992,32,76,210.0,25.6,10.0,3.0,55,98,56.12,642,5,6,2,5.1,6.12,67.6,10,61,9.3,6.55,4.82,3.81,64.2,1.0,2.0,0.0,0.0,0.0,8,8,1.0,0,0.8,0.0,0,0,0
1995,32,75,215.0,26.9,15.0,12.0,200,314,63.69,2575,17,5,0,5.4,1.59,100.7,36,219,10.3,8.2,8.57,7.06,171.7,7.0,5.0,0.0,3.0,4.0,52,235,4.52,2,15.7,0.0,12,1,0
2018,21,75,225.0,28.1,13.0,13.0,239,414,57.73,2865,17,15,2,4.1,3.62,77.6,30,204,6.8,6.92,6.11,5.24,220.4,4.0,9.0,0.0,1.0,1.0,44,138,3.14,1,10.6,0.0,6,0,0
1998,26,76,225.0,27.4,16.0,16.0,225,429,52.45,2729,21,15,2,4.9,3.5,74.0,27,172,5.9,6.36,5.77,5.05,170.6,8.0,8.0,0.0,3.0,3.0,40,141,3.53,2,8.8,0.0,12,0,0
2014,29,76,217.0,26.4,16.0,16.0,415,628,66.08,4694,28,14,4,4.5,2.23,93.9,31,205,4.7,7.47,7.36,6.71,293.4,6.0,10.0,0.0,3.0,3.0,29,145,5.0,0,9.1,0.0,0,1,0
1997,24,76,230.0,28.0,16.0,16.0,252,487,51.75,3254,14,13,0,2.9,2.67,71.5,43,317,8.1,6.68,6.06,4.97,203.4,5.0,11.0,0.0,1.0,2.0,47,186,3.96,1,11.6,0.0,6,0,0
1987,25,73,202.0,26.6,12.0,6.0,97,178,54.49,1220,5,10,1,2.8,5.62,62.0,9,59,4.8,6.85,4.89,4.34,101.7,4.0,2.0,0.0,1.0,2.0,18,54,3.0,1,4.5,0.0,6,0,0
1988,23,76,224.0,27.3,15.0,13.0,129,233,55.36,1619,8,12,0,3.4,5.15,67.2,18,128,7.2,6.95,5.32,4.43,107.9,9.0,4.0,0.0,1.0,1.0,46,139,3.02,3,9.3,0.0,18,0,0
1998,33,75,210.0,26.2,12.0,10.0,206,354,58.19,2305,10,6,0,2.8,1.69,80.1,25,155,6.6,6.51,6.31,5.49,192.1,5.0,5.0,0.0,1.0,1.0,44,168,3.82,3,14.0,0.0,18,0,0
1988,26,73,202.0,26.6,14.0,5.0,86,170,50.59,1310,7,6,1,4.1,3.53,75.4,5,47,2.9,7.71,6.94,6.47,93.6,4.0,1.0,0.0,0.0,0.0,13,40,3.08,1,2.9,0.0,6,0,0
1985,38,75,220.0,27.5,3.0,3.0,71,103,68.93,803,3,3,0,2.9,2.91,89.6,13,101,11.2,7.8,7.07,5.41,267.7,1.0,2.0,0.0,0.0,0.0,5,12,2.4,0,4.0,0.0,0,0,0
2005,28,76,260.0,31.6,7.0,7.0,139,216,64.35,1564,6,12,0,2.8,5.56,72.0,31,169,12.6,7.24,5.3,3.95,223.4,2.0,5.0,0.0,1.0,1.0,24,147,6.13,1,21.0,0.0,6,0,0
1987,25,70,180.0,25.8,2.0,1.0,15,25,60.0,199,1,0,0,4.0,0.0,98.6,1,3,3.8,7.96,8.76,8.31,99.5,1.0,0.0,0.0,0.0,0.0,6,43,7.17,0,21.5,0.0,0,0,0
1997,24,76,204.0,24.8,5.0,1.0,22,28,78.57,344,2,2,0,7.1,7.14,111.9,6,29,17.6,12.29,10.5,7.79,68.8,1.0,0.0,0.0,1.0,1.0,10,34,3.4,1,6.8,0.0,6,0,0
2004,28,76,205.0,25.0,16.0,16.0,309,542,57.01,3810,21,16,1,3.9,2.95,79.5,41,223,7.0,7.03,6.48,5.64,238.1,8.0,8.0,0.0,3.0,5.0,58,173,2.98,4,10.8,0.0,24,0,0
1996,25,76,223.0,27.1,7.0,3.0,55,99,55.56,739,4,5,0,4.0,5.05,71.9,11,53,10.0,7.46,6.0,4.92,105.6,2.0,1.0,0.0,1.0,1.0,21,43,2.05,0,6.1,0.0,0,0,0
2007,22,78,265.0,30.6,4.0,1.0,36,66,54.55,373,2,4,0,3.0,6.06,55.9,6,40,8.3,5.65,3.53,2.68,93.3,0.0,1.0,0.0,0.0,0.0,5,4,0.8,0,1.0,0.0,0,0,0
1999,27,75,204.0,25.5,10.0,4.0,77,170,45.29,988,3,8,2,1.8,4.71,50.3,17,116,9.1,5.81,4.05,3.06,98.8,2.0,2.0,0.0,1.0,1.0,36,141,3.92,3,14.1,0.0,18,0,0
1986,23,76,212.0,25.8,15.0,5.0,111,209,53.11,1391,8,7,1,3.8,3.35,72.9,72,489,25.6,6.66,5.91,2.66,92.7,1.0,3.0,1.0,1.0,1.0,66,540,8.18,5,36.0,0.0,30,0,0
1995,23,76,225.0,27.4,16.0,16.0,224,415,53.98,2774,4,18,0,1.0,4.34,60.1,47,331,10.2,6.68,4.93,3.71,173.4,7.0,9.0,0.0,1.0,3.0,23,115,5.0,2,7.2,0.0,12,0,0
2002,32,73,200.0,26.4,16.0,16.0,328,528,62.12,3344,21,10,0,4.0,1.89,85.6,17,93,3.1,6.33,6.28,5.91,209.0,10.0,6.0,0.0,2.0,4.0,73,353,4.84,3,22.1,1.0,20,1,0
2004,25,76,218.0,26.5,14.0,13.0,233,408,57.11,2511,11,10,1,2.7,2.45,74.1,31,263,7.1,6.15,5.59,4.6,179.4,6.0,7.0,0.0,2.0,2.0,36,112,3.11,2,8.0,1.0,14,0,0
1991,31,75,217.0,27.1,15.0,15.0,304,474,64.14,3844,33,17,1,7.0,3.59,97.6,31,227,6.1,8.11,7.89,6.95,256.3,13.0,2.0,0.0,3.0,4.0,20,45,2.25,1,3.0,0.0,6,1,1
2018,22,77,237.0,28.1,12.0,11.0,169,320,52.81,2074,10,12,1,3.1,3.75,67.9,28,213,8.0,6.48,5.42,4.37,172.8,5.0,6.0,0.0,2.0,3.0,89,631,7.09,8,52.6,0.0,48,0,0
2010,25,78,245.0,28.3,16.0,16.0,306,489,62.58,3622,25,10,0,5.1,2.04,93.6,40,294,7.6,7.41,7.51,6.39,226.4,12.0,4.0,0.0,2.0,4.0,43,84,1.95,1,5.3,0.0,6,0,0
1996,31,76,224.0,27.3,12.0,12.0,184,320,57.5,2099,16,11,3,5.0,3.44,79.7,25,153,7.2,6.56,6.01,5.13,174.9,6.0,6.0,0.0,2.0,2.0,28,113,4.04,0,9.4,0.0,0,0,0
1989,28,75,215.0,26.9,16.0,1.0,20,39,51.28,294,3,2,0,7.7,5.13,80.5,6,37,13.3,7.54,6.77,5.04,18.4,1.0,0.0,0.0,0.0,0.0,11,71,6.45,2,4.4,0.0,12,0,0
2003,33,75,217.0,27.1,16.0,16.0,330,523,63.1,4039,24,12,1,4.6,2.29,92.6,20,130,3.7,7.72,7.61,7.09,252.4,13.0,3.0,0.0,1.0,2.0,26,83,3.19,2,5.2,0.0,12,1,0
1997,23,73,212.0,28.0,7.0,2.0,42,91,46.15,518,4,8,0,4.4,8.79,42.3,18,116,16.5,5.69,2.62,1.12,74.0,0.0,2.0,0.0,0.0,0.0,6,26,4.33,0,3.7,0.0,0,0,0
2007,30,76,260.0,31.6,7.0,6.0,108,186,58.06,1331,5,5,0,2.7,2.69,78.0,21,130,10.1,7.16,6.48,5.2,190.1,2.0,4.0,0.0,1.0,1.0,20,40,2.0,3,5.7,0.0,18,0,0
2017,23,76,222.0,27.0,15.0,15.0,296,477,62.05,3804,28,7,0,5.9,1.47,100.5,25,172,5.0,7.97,8.49,7.72,253.6,11.0,4.0,0.0,1.0,1.0,28,51,1.82,1,3.4,0.0,6,1,0
2003,32,76,220.0,26.8,16.0,16.0,298,519,57.42,3414,18,17,3,3.5,3.28,75.3,41,242,7.3,6.58,5.8,4.94,213.4,6.0,10.0,0.0,0.0,0.0,13,12,0.92,0,0.8,0.0,0,0,0
1995,24,75,237.0,29.6,16.0,11.0,199,396,50.25,2751,13,13,3,3.3,3.28,70.2,23,192,5.5,6.95,6.13,5.33,171.9,3.0,8.0,0.0,1.0,0.0,22,16,0.73,1,1.0,0.0,6,0,0
2013,25,75,220.0,27.5,16.0,16.0,371,634,58.52,4650,29,19,3,4.6,3.0,84.2,23,168,3.5,7.33,6.9,6.4,290.6,7.0,9.0,0.0,2.0,3.0,37,69,1.86,2,4.3,0.0,12,0,0
2004,27,76,260.0,31.6,16.0,16.0,379,548,69.16,4717,39,11,0,7.1,2.01,110.9,46,238,7.7,8.61,9.13,8.02,294.8,8.0,8.0,0.0,1.0,3.0,88,406,4.61,2,25.4,1.0,14,1,0
1995,25,73,215.0,28.4,13.0,10.0,201,346,58.09,2168,15,7,0,4.3,2.02,82.6,39,238,10.1,6.27,6.22,4.97,166.8,3.0,7.0,0.0,2.0,2.0,67,480,7.16,4,36.9,0.0,24,0,0
2009,27,76,228.0,27.8,16.0,15.0,336,541,62.11,3802,21,12,3,3.9,2.22,86.8,29,159,5.1,7.03,6.81,6.18,237.6,8.0,7.0,0.0,3.0,3.0,24,71,2.96,0,4.4,0.0,0,0,0
1992,26,75,228.0,28.5,12.0,12.0,185,313,59.11,2283,13,9,1,4.2,2.88,83.6,27,208,7.9,7.29,6.83,5.68,190.3,9.0,3.0,0.0,2.0,3.0,27,5,0.19,1,0.4,0.0,6,1,0
2012,29,75,227.0,28.4,15.0,15.0,297,517,57.45,3385,14,17,2,2.7,3.29,72.6,28,186,5.1,6.55,5.61,4.98,225.7,5.0,10.0,0.0,1.0,1.0,27,111,4.11,0,7.4,0.0,0,0,0
2008,23,78,245.0,28.3,16.0,16.0,257,428,60.05,2971,14,12,1,3.3,2.8,80.3,32,276,7.0,6.94,6.33,5.29,185.7,11.0,5.0,0.0,1.0,1.0,52,180,3.46,2,11.3,0.0,12,0,0
1989,33,75,218.0,27.2,16.0,16.0,280,464,60.34,3631,23,14,0,5.0,3.02,88.9,35,267,7.0,7.83,7.46,6.4,226.9,9.0,7.0,0.0,2.0,3.0,70,268,3.83,4,16.8,0.0,24,1,0
2015,32,74,225.0,28.9,16.0,16.0,347,572,60.66,3821,31,8,0,5.4,1.4,92.7,46,314,7.4,6.68,7.13,6.1,238.8,10.0,6.0,0.0,2.0,2.0,58,344,5.93,1,21.5,0.0,6,1,0
2001,24,74,213.0,27.3,8.0,8.0,90,176,51.14,1072,5,7,2,2.8,3.98,63.0,12,56,6.4,6.09,4.87,4.26,134.0,3.0,5.0,0.0,0.0,2.0,45,150,3.33,1,18.8,0.0,6,0,0
1998,24,74,212.0,27.2,16.0,16.0,324,547,59.23,3737,17,20,4,3.1,3.66,75.0,49,280,8.2,6.83,5.81,4.86,233.6,9.0,7.0,0.0,5.0,7.0,51,217,4.25,4,13.6,0.0,24,0,0
1993,34,73,195.0,25.7,12.0,12.0,200,331,60.42,1968,9,8,2,2.7,2.42,76.2,23,104,6.5,5.95,5.4,4.76,164.0,8.0,4.0,0.0,2.0,2.0,33,96,2.91,0,8.0,0.0,0,0,0
2014,29,74,216.0,27.7,14.0,13.0,242,438,55.25,3326,12,13,0,2.7,2.97,76.5,24,160,5.2,7.59,6.81,6.11,237.6,7.0,6.0,0.0,4.0,4.0,24,39,1.63,0,2.8,0.0,0,0,0
1992,30,75,205.0,25.6,6.0,4.0,63,116,54.31,719,2,5,0,1.7,4.31,61.0,13,88,10.1,6.2,4.6,3.46,119.8,2.0,2.0,0.0,2.0,2.0,10,16,1.6,0,2.7,0.0,0,0,0
1986,30,75,218.0,27.2,15.0,15.0,256,488,52.46,3489,13,26,1,2.7,5.33,62.3,41,332,7.8,7.15,5.28,4.25,232.6,5.0,10.0,0.0,0.0,0.0,42,157,3.74,2,10.5,0.0,12,0,0
1992,30,76,231.0,28.1,16.0,16.0,269,479,56.16,3282,13,17,2,2.7,3.55,71.7,23,176,4.6,6.85,5.8,5.18,205.1,9.0,7.0,0.0,1.0,1.0,36,50,1.39,2,3.1,0.0,12,0,0
1999,27,76,225.0,27.4,10.0,10.0,146,244,59.84,1619,11,11,1,4.5,4.51,75.8,26,189,9.6,6.64,5.51,4.28,161.9,7.0,3.0,0.0,1.0,1.0,35,144,4.11,0,14.4,0.0,0,0,0
2001,25,77,230.0,27.3,16.0,16.0,343,547,62.71,4131,26,23,6,4.8,4.2,84.1,29,232,5.0,7.55,6.61,5.88,258.2,6.0,10.0,0.0,0.0,0.0,35,157,4.49,4,9.8,0.0,24,0,0
2018,30,76,207.0,25.2,11.0,11.0,176,274,64.23,1979,17,9,2,6.2,3.28,92.7,35,279,11.3,7.22,6.99,5.29,179.9,5.0,6.0,0.0,3.0,3.0,32,145,4.53,0,13.2,0.0,6,0,0
1986,33,76,210.0,25.6,4.0,2.0,62,102,60.78,976,9,2,0,8.8,1.96,113.8,4,31,3.8,9.57,10.45,9.76,244.0,1.0,1.0,0.0,1.0,1.0,9,23,2.56,1,5.8,0.0,6,0,0
2016,28,73,215.0,28.4,10.0,9.0,196,322,60.87,2201,9,11,3,2.8,3.42,76.4,23,140,6.7,6.84,5.86,5.06,220.1,4.0,5.0,0.0,1.0,2.0,20,51,2.55,1,5.1,0.0,6,0,0
2018,26,77,237.0,28.1,11.0,11.0,279,401,69.58,3074,21,7,0,5.2,1.75,102.2,31,202,7.2,7.67,7.93,6.89,279.5,5.0,6.0,0.0,2.0,2.0,34,93,2.74,0,8.5,0.0,0,0,0
1989,29,73,208.0,27.4,13.0,3.0,61,107,57.01,930,7,4,0,6.5,3.74,92.0,13,96,10.8,8.69,8.32,6.62,71.5,3.0,0.0,0.0,1.0,2.0,14,91,6.5,1,7.0,0.0,6,0,0
1991,30,75,215.0,26.9,12.0,12.0,179,285,62.81,2032,5,4,0,1.8,1.4,84.1,20,100,6.6,7.13,6.85,6.07,169.3,7.0,5.0,0.0,1.0,2.0,42,273,6.5,2,22.8,0.0,12,0,0
1987,31,74,200.0,25.7,13.0,11.0,266,398,66.83,3054,31,13,0,7.8,3.27,102.1,22,158,5.2,7.67,7.76,6.98,234.9,10.0,1.0,0.0,3.0,3.0,35,141,4.03,1,10.8,0.0,6,1,1
2004,24,77,250.0,29.6,14.0,14.0,267,441,60.54,2941,15,10,1,3.4,2.27,82.2,25,114,5.4,6.67,6.33,5.74,210.1,8.0,6.0,0.0,4.0,4.0,39,148,3.79,2,10.6,0.0,12,0,0
1994,33,77,224.0,26.6,15.0,14.0,255,440,57.95,2782,17,13,1,3.9,2.95,77.3,19,134,4.1,6.32,5.77,5.24,185.5,5.0,9.0,0.0,1.0,2.0,28,59,2.11,0,3.9,0.0,0,0,0
2018,35,74,225.0,28.9,16.0,16.0,372,597,62.31,4442,25,2,0,4.2,0.34,97.6,49,353,7.6,7.44,8.13,6.96,277.6,6.0,9.0,1.0,3.0,3.0,43,269,6.26,2,16.8,1.0,14,1,0
1993,33,75,217.0,27.1,16.0,16.0,288,470,61.28,3382,18,18,0,3.8,3.83,79.9,25,171,5.1,7.2,6.24,5.58,211.4,12.0,4.0,0.0,3.0,4.0,36,102,2.83,0,6.4,0.0,0,0,0
1999,36,76,212.0,25.8,6.0,6.0,124,200,62.0,1475,8,9,2,4.0,4.5,79.1,15,101,7.0,7.38,6.15,5.25,245.8,2.0,4.0,0.0,0.0,0.0,10,58,5.8,0,9.7,0.0,0,0,0
1987,27,75,215.0,26.9,12.0,12.0,224,410,54.63,3198,19,12,1,4.6,2.93,83.4,20,138,4.7,7.8,7.41,6.74,266.5,8.0,3.0,1.0,3.0,2.0,66,304,4.61,4,25.3,0.0,24,1,0
2004,27,72,200.0,27.1,9.0,9.0,198,325,60.92,2169,10,10,2,3.1,3.08,78.1,37,211,10.2,6.67,5.9,4.72,241.0,1.0,8.0,0.0,1.0,1.0,12,55,4.58,0,6.1,1.0,2,0,0
1995,34,75,215.0,26.9,11.0,11.0,172,286,60.14,1998,12,9,1,4.2,3.15,82.2,22,133,7.1,6.99,6.41,5.52,181.6,7.0,4.0,0.0,1.0,1.0,31,119,3.84,0,10.8,0.0,0,0,0
1987,23,74,197.0,25.3,7.0,5.0,55,127,43.31,875,5,3,0,3.9,2.36,70.2,10,77,7.3,6.89,6.61,5.57,125.0,2.0,2.0,1.0,1.0,1.0,15,127,8.47,0,18.1,0.0,0,0,0
2006,23,75,231.0,28.9,5.0,5.0,81,137,59.12,1001,9,5,2,6.6,3.65,88.5,13,85,8.7,7.31,6.98,5.81,200.2,2.0,3.0,0.0,0.0,0.0,12,18,1.5,0,3.6,0.0,0,0,0
1987,26,76,215.0,26.2,11.0,10.0,129,267,48.31,1878,12,10,0,4.5,3.75,71.0,17,149,6.0,7.03,6.25,5.35,170.7,8.0,2.0,0.0,2.0,2.0,26,120,4.62,3,10.9,0.0,18,0,0
1999,23,77,230.0,27.3,16.0,16.0,331,533,62.1,4135,26,15,1,4.9,2.81,90.7,14,116,2.6,7.76,7.47,7.06,258.4,13.0,3.0,0.0,6.0,7.0,35,73,2.09,2,4.6,0.0,12,1,0
1991,25,76,219.0,26.7,12.0,12.0,237,363,65.29,2754,11,10,2,3.0,2.75,86.7,32,224,8.1,7.59,6.95,5.82,229.5,7.0,5.0,0.0,2.0,2.0,16,5,0.31,1,0.4,0.0,6,1,0
1999,29,77,232.0,27.5,16.0,16.0,294,499,58.92,3389,22,15,1,4.4,3.01,81.7,26,170,5.0,6.79,6.32,5.68,211.8,9.0,7.0,0.0,1.0,2.0,19,10,0.53,0,0.6,0.0,0,0,0
1992,26,76,218.0,26.5,2.0,1.0,13,27,48.15,217,3,1,1,11.1,3.7,97.3,1,6,3.6,8.04,8.59,8.07,108.5,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0
1988,28,76,215.0,26.2,16.0,16.0,280,478,58.58,3156,20,15,1,4.2,3.14,79.3,24,171,4.8,6.6,6.03,5.4,197.3,10.0,6.0,0.0,1.0,2.0,37,79,2.14,0,4.9,0.0,0,0,0
2004,24,72,210.0,28.5,15.0,15.0,181,321,56.39,2313,14,12,0,4.4,3.74,78.1,46,266,12.5,7.21,6.4,4.87,154.2,11.0,4.0,0.0,3.0,4.0,120,902,7.52,3,60.1,0.0,18,1,0
2007,36,75,237.0,29.6,8.0,3.0,94,167,56.29,1014,7,12,1,4.2,7.19,58.3,11,59,6.2,6.07,3.68,3.12,126.8,1.0,2.0,0.0,0.0,0.0,6,3,0.5,0,0.4,0.0,0,0,0
2017,28,76,235.0,28.6,5.0,5.0,95,171,55.56,1086,6,6,1,3.5,3.51,71.9,23,149,11.9,6.35,5.47,4.06,217.2,2.0,3.0,0.0,2.0,2.0,23,82,3.57,0,16.4,0.0,0,0,0
2014,25,74,221.0,28.4,10.0,8.0,180,284,63.38,2001,12,9,4,4.2,3.17,85.1,29,179,9.3,7.05,6.46,5.29,200.1,3.0,5.0,0.0,1.0,2.0,16,36,2.25,0,3.6,0.0,0,0,0
2002,26,77,230.0,27.3,16.0,16.0,392,591,66.33,4200,27,19,0,4.6,3.21,88.8,23,145,3.7,7.11,6.57,6.09,262.5,10.0,6.0,0.0,4.0,5.0,38,148,3.89,2,9.3,0.0,12,1,0
2006,23,74,225.0,28.9,4.0,2.0,47,81,58.02,475,2,4,1,2.5,4.94,62.5,8,37,9.0,5.86,4.14,3.35,118.8,0.0,2.0,0.0,0.0,0.0,15,77,5.13,1,19.3,0.0,6,0,0
2006,35,74,214.0,27.5,6.0,5.0,108,168,64.29,1377,6,5,1,3.6,2.98,89.3,14,104,7.7,8.2,7.57,6.42,229.5,1.0,4.0,0.0,0.0,0.0,13,3,0.23,0,0.5,0.0,0,0,0
2016,37,76,218.0,26.5,5.0,3.0,90,165,54.55,1100,6,6,0,3.6,3.64,72.3,18,126,9.8,6.67,5.76,4.5,220.0,0.0,3.0,0.0,0.0,0.0,7,21,3.0,0,4.2,0.0,0,0,0
1997,33,73,200.0,26.4,15.0,13.0,275,477,57.65,3011,14,14,0,2.9,2.94,74.0,25,149,5.0,6.31,5.58,5.0,200.7,4.0,9.0,0.0,1.0,1.0,27,83,3.07,2,5.5,0.0,12,0,0
2004,23,76,220.0,26.8,8.0,7.0,123,226,54.42,1231,6,9,2,2.7,3.98,62.4,13,94,5.4,5.45,4.19,3.56,153.9,1.0,6.0,0.0,0.0,1.0,5,7,1.4,0,0.9,0.0,0,0,0
1987,31,75,218.0,27.2,12.0,12.0,184,368,50.0,2806,21,18,1,5.7,4.89,74.2,25,198,6.4,7.63,6.57,5.64,233.8,7.0,5.0,0.0,3.0,3.0,34,112,3.29,3,9.3,0.0,18,0,0
2008,28,75,230.0,28.7,9.0,8.0,181,288,62.85,2046,13,8,0,4.5,2.78,87.5,23,148,7.4,7.1,6.76,5.78,227.3,5.0,3.0,0.0,2.0,3.0,24,115,4.79,2,12.8,0.0,12,0,0
1996,23,74,230.0,29.5,9.0,4.0,88,143,61.54,1197,6,4,0,4.2,2.8,90.6,9,45,5.9,8.37,7.95,7.18,133.0,2.0,2.0,0.0,0.0,0.0,31,169,5.45,2,18.8,0.0,12,0,0
1990,24,76,219.0,26.7,15.0,15.0,226,399,56.64,2579,11,18,2,2.8,4.51,66.6,39,288,8.9,6.46,4.98,3.88,171.9,7.0,8.0,0.0,4.0,6.0,40,172,4.3,1,11.5,0.0,6,0,0
2000,27,74,230.0,29.5,16.0,15.0,248,396,62.63,2847,15,13,3,3.8,3.28,83.2,24,141,5.7,7.19,6.47,5.76,177.9,12.0,3.0,0.0,3.0,3.0,72,403,5.6,0,25.2,0.0,0,1,0
2014,23,75,210.0,26.2,16.0,16.0,348,599,58.1,3270,21,12,1,3.5,2.0,76.6,24,149,3.9,5.46,5.26,4.82,204.4,3.0,13.0,0.0,1.0,1.0,29,92,3.17,0,5.8,0.0,0,0,0
2016,34,76,225.0,27.4,4.0,1.0,30,51,58.82,284,2,2,1,3.9,3.92,71.0,5,23,8.9,5.57,4.59,3.77,71.0,1.0,0.0,0.0,0.0,0.0,4,3,0.75,0,0.8,0.0,0,0,0
2003,26,74,213.0,27.3,16.0,16.0,292,505,57.82,3302,17,21,1,3.4,4.16,71.4,37,185,6.8,6.54,5.34,4.63,206.4,10.0,6.0,0.0,2.0,2.0,68,257,3.78,2,16.1,0.0,12,0,0
1988,25,75,215.0,26.9,10.0,2.0,47,97,48.45,514,0,2,0,0.0,2.06,55.9,6,49,5.8,5.3,4.37,3.64,51.4,1.0,1.0,0.0,1.0,1.0,19,110,5.79,1,11.0,0.0,6,0,0
2007,37,75,217.0,27.1,5.0,5.0,85,141,60.28,987,5,7,0,3.5,4.96,72.6,7,53,4.7,7.0,5.48,4.86,197.4,0.0,5.0,0.0,0.0,0.0,7,32,4.57,0,6.4,0.0,0,0,0
1987,32,76,220.0,26.8,5.0,2.0,81,143,56.64,1156,11,5,0,7.7,3.5,94.0,7,53,4.7,8.08,8.05,7.32,231.2,0.0,2.0,0.0,1.0,2.0,7,9,1.29,1,1.8,0.0,6,0,0
1998,27,75,230.0,28.7,1.0,1.0,11,23,47.83,170,1,0,0,4.3,0.0,87.2,2,17,8.0,7.39,8.26,6.92,170.0,1.0,0.0,0.0,0.0,0.0,2,13,6.5,0,13.0,0.0,0,0,0
